# energy dos
6.788199999999999790e+00 1.313600000000000101e+00
6.972699999999999676e+00 1.763300000000000090e+00
7.157199999999999562e+00 1.311800000000000077e+00
7.341599999999999682e+00 2.146799999999999820e+00
7.526099999999999568e+00 1.496299999999999963e+00
7.710499999999999687e+00 1.750699999999999923e+00
7.894999999999999574e+00 2.395300000000000207e+00
8.079499999999999460e+00 2.436900000000000066e+00
8.263899999999999579e+00 4.092299999999999827e+00
8.448399999999999466e+00 3.311399999999999899e+00
8.632799999999999585e+00 2.657700000000000173e+00
8.817299999999999471e+00 3.193499999999999783e+00
9.001799999999999358e+00 2.293000000000000149e+00
9.186199999999999477e+00 1.771800000000000042e+00
9.370699999999999363e+00 9.603000000000000425e-01
9.555099999999999483e+00 1.395899999999999919e+00
9.739599999999999369e+00 7.064000000000000279e-01
9.924099999999999255e+00 7.785999999999999588e-01
1.010849999999999937e+01 6.357000000000000428e-01
1.029299999999999926e+01 4.146000000000000241e-01
1.047739999999999938e+01 4.265999999999999792e-01
1.066189999999999927e+01 2.708999999999999742e-01
1.084639999999999915e+01 2.931000000000000272e-01
1.103079999999999927e+01 2.215999999999999914e-01
1.121529999999999916e+01 2.021999999999999909e-01
1.139969999999999928e+01 1.308999999999999886e-01
1.158419999999999916e+01 1.078999999999999959e-01
1.176869999999999905e+01 1.565999999999999892e-01
1.195309999999999917e+01 1.010000000000000064e-01
1.213759999999999906e+01 4.200000000000000261e-02
1.232199999999999918e+01 9.080000000000000571e-02
1.250649999999999906e+01 1.024999999999999939e-01
1.269099999999999895e+01 1.006999999999999978e-01
1.287539999999999907e+01 8.949999999999999623e-02
1.305989999999999895e+01 5.929999999999999855e-02
1.324429999999999907e+01 3.710000000000000103e-02
1.342879999999999896e+01 6.510000000000000508e-02
1.361329999999999885e+01 1.750000000000000167e-02
1.379769999999999897e+01 0.000000000000000000e+00
1.398219999999999885e+01 0.000000000000000000e+00
1.416659999999999897e+01 0.000000000000000000e+00
1.435109999999999886e+01 0.000000000000000000e+00
1.453559999999999874e+01 0.000000000000000000e+00
1.471999999999999886e+01 0.000000000000000000e+00
1.490449999999999875e+01 0.000000000000000000e+00
1.508889999999999887e+01 0.000000000000000000e+00
1.527339999999999876e+01 0.000000000000000000e+00
1.545789999999999864e+01 0.000000000000000000e+00
1.564229999999999876e+01 0.000000000000000000e+00
1.582679999999999865e+01 0.000000000000000000e+00
1.601119999999999877e+01 0.000000000000000000e+00
