# energy dos(up) dos(down)
-3.681260000000000332e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.680219999999999914e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.679170000000000584e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.678119999999999834e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.677079999999999416e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.676030000000000086e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.674979999999999336e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.673930000000000007e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.672889999999999588e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.671840000000000259e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.670789999999999509e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.669740000000000180e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.668699999999999761e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.667650000000000432e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.666599999999999682e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.665560000000000684e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.664509999999999934e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.663460000000000605e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.662409999999999854e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.661369999999999436e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.660320000000000107e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.659269999999999357e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.658230000000000359e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.657179999999999609e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.656130000000000280e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.655079999999999529e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.654040000000000532e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.652989999999999782e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.651940000000000452e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.650900000000000034e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.649849999999999284e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.648799999999999955e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.647750000000000625e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.646710000000000207e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.645659999999999457e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.644610000000000127e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.643559999999999377e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.642520000000000380e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.641469999999999629e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.640420000000000300e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.639379999999999882e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.638330000000000553e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.637279999999999802e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.636230000000000473e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.635190000000000055e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.634139999999999304e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.633089999999999975e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.632049999999999557e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.631000000000000227e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.629949999999999477e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.628900000000000148e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.627859999999999729e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.626810000000000400e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.625759999999999650e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.624720000000000653e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.623669999999999902e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.622620000000000573e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.621569999999999823e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.620529999999999404e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.619480000000000075e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.618429999999999325e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.617379999999999995e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.616339999999999577e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.615290000000000248e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.614239999999999498e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.613200000000000500e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.612149999999999750e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.611100000000000421e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.610049999999999670e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.609010000000000673e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.607959999999999923e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.606910000000000593e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.605870000000000175e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.604819999999999425e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.603770000000000095e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.602719999999999345e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.601680000000000348e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.600629999999999598e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.599580000000000268e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.598539999999999850e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.597490000000000521e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.596439999999999770e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.595390000000000441e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.594350000000000023e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.593299999999999272e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.592249999999999943e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.591200000000000614e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.590160000000000196e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.589109999999999445e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.588060000000000116e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.587019999999999698e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.585970000000000368e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.584919999999999618e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.583870000000000289e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.582829999999999870e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.581780000000000541e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.580729999999999791e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.579689999999999372e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.578640000000000043e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.577589999999999293e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.576539999999999964e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.575499999999999545e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.574450000000000216e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.573399999999999466e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.572350000000000136e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.571309999999999718e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.570260000000000389e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.569209999999999638e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.568170000000000641e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.567119999999999891e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.566070000000000562e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.565019999999999811e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.563979999999999393e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.562930000000000064e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.561879999999999313e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.560840000000000316e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.559789999999999566e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.558740000000000236e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.557689999999999486e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.556650000000000489e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.555599999999999739e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.554550000000000409e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.553509999999999991e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.552460000000000662e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.551409999999999911e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.550360000000000582e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.549320000000000164e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.548269999999999413e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.547220000000000084e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.546169999999999334e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.545130000000000337e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.544079999999999586e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.543030000000000257e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.541989999999999839e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.540940000000000509e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.539889999999999759e+01 1.000000000000000048e-04 -1.000000000000000048e-04
-3.538840000000000430e+01 4.000000000000000192e-04 -4.000000000000000192e-04
-3.537800000000000011e+01 1.399999999999999986e-03 -1.399999999999999986e-03
-3.536750000000000682e+01 4.000000000000000083e-03 -4.000000000000000083e-03
-3.535699999999999932e+01 1.069999999999999944e-02 -1.069999999999999944e-02
-3.534659999999999513e+01 2.630000000000000046e-02 -2.630000000000000046e-02
-3.533610000000000184e+01 5.970000000000000306e-02 -5.970000000000000306e-02
-3.532559999999999434e+01 1.255000000000000004e-01 -1.255000000000000004e-01
-3.531510000000000105e+01 2.447999999999999898e-01 -2.447999999999999898e-01
-3.530469999999999686e+01 4.435999999999999943e-01 -4.435999999999999943e-01
-3.529420000000000357e+01 7.488000000000000211e-01 -7.488000000000000211e-01
-3.528369999999999607e+01 1.180500000000000105e+00 -1.180500000000000105e+00
-3.527330000000000609e+01 1.743500000000000050e+00 -1.743500000000000050e+00
-3.526279999999999859e+01 2.420300000000000118e+00 -2.420300000000000118e+00
-3.525230000000000530e+01 3.168600000000000083e+00 -3.168600000000000083e+00
-3.524179999999999779e+01 3.925199999999999800e+00 -3.925199999999999800e+00
-3.523139999999999361e+01 4.615400000000000169e+00 -4.615400000000000169e+00
-3.522090000000000032e+01 5.166199999999999903e+00 -5.166199999999999903e+00
-3.521039999999999281e+01 5.519999999999999574e+00 -5.519999999999999574e+00
-3.519989999999999952e+01 5.647899999999999920e+00 -5.647899999999999920e+00
-3.518949999999999534e+01 5.557800000000000296e+00 -5.557800000000000296e+00
-3.517900000000000205e+01 5.297100000000000364e+00 -5.297100000000000364e+00
-3.516849999999999454e+01 4.945199999999999818e+00 -4.945199999999999818e+00
-3.515810000000000457e+01 4.601099999999999746e+00 -4.601099999999999746e+00
-3.514759999999999707e+01 4.366699999999999804e+00 -4.366699999999999804e+00
-3.513710000000000377e+01 4.331599999999999895e+00 -4.331599999999999895e+00
-3.512659999999999627e+01 4.564400000000000013e+00 -4.564400000000000013e+00
-3.511620000000000630e+01 5.107199999999999740e+00 -5.107199999999999740e+00
-3.510569999999999879e+01 5.974700000000000344e+00 -5.974700000000000344e+00
-3.509520000000000550e+01 7.152700000000000280e+00 -7.152700000000000280e+00
-3.508480000000000132e+01 8.594699999999999562e+00 -8.594699999999999562e+00
-3.507429999999999382e+01 1.021620000000000061e+01 -1.021620000000000061e+01
-3.506380000000000052e+01 1.189049999999999940e+01 -1.189049999999999940e+01
-3.505329999999999302e+01 1.345209999999999972e+01 -1.345209999999999972e+01
-3.504290000000000305e+01 1.471519999999999939e+01 -1.471519999999999939e+01
-3.503239999999999554e+01 1.550939999999999941e+01 -1.550939999999999941e+01
-3.502190000000000225e+01 1.572380000000000067e+01 -1.572380000000000067e+01
-3.501149999999999807e+01 1.534089999999999954e+01 -1.534089999999999954e+01
-3.500100000000000477e+01 1.444410000000000061e+01 -1.444410000000000061e+01
-3.499049999999999727e+01 1.319050000000000011e+01 -1.319050000000000011e+01
-3.498000000000000398e+01 1.176190000000000069e+01 -1.176190000000000069e+01
-3.496959999999999980e+01 1.031390000000000029e+01 -1.031390000000000029e+01
-3.495910000000000650e+01 8.944499999999999673e+00 -8.944599999999999440e+00
-3.494859999999999900e+01 7.690000000000000391e+00 -7.690000000000000391e+00
-3.493810000000000571e+01 6.542099999999999582e+00 -6.542099999999999582e+00
-3.492770000000000152e+01 5.475100000000000300e+00 -5.475100000000000300e+00
-3.491719999999999402e+01 4.469899999999999984e+00 -4.469899999999999984e+00
-3.490670000000000073e+01 3.526800000000000157e+00 -3.526800000000000157e+00
-3.489629999999999654e+01 2.665399999999999991e+00 -2.665399999999999991e+00
-3.488580000000000325e+01 1.914199999999999902e+00 -1.914199999999999902e+00
-3.487529999999999575e+01 1.297900000000000054e+00 -1.297900000000000054e+00
-3.486480000000000246e+01 8.262000000000000455e-01 -8.262000000000000455e-01
-3.485439999999999827e+01 4.918000000000000149e-01 -4.918000000000000149e-01
-3.484390000000000498e+01 2.726999999999999980e-01 -2.726999999999999980e-01
-3.483339999999999748e+01 1.406000000000000028e-01 -1.406000000000000028e-01
-3.482299999999999329e+01 6.719999999999999585e-02 -6.719999999999999585e-02
-3.481250000000000000e+01 2.970000000000000070e-02 -2.970000000000000070e-02
-3.480200000000000671e+01 1.209999999999999964e-02 -1.209999999999999964e-02
-3.479149999999999920e+01 4.599999999999999922e-03 -4.599999999999999922e-03
-3.478109999999999502e+01 1.600000000000000077e-03 -1.600000000000000077e-03
-3.477060000000000173e+01 5.000000000000000104e-04 -5.000000000000000104e-04
-3.476009999999999422e+01 2.000000000000000096e-04 -2.000000000000000096e-04
-3.474970000000000425e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.473919999999999675e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.472870000000000346e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.471819999999999595e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.470780000000000598e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.469729999999999848e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.468680000000000518e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.467629999999999768e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.466589999999999350e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.465540000000000020e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.464490000000000691e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.463450000000000273e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.462399999999999523e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.461350000000000193e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.460299999999999443e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.459260000000000446e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.458209999999999695e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.457160000000000366e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.456119999999999948e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.455070000000000618e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.454019999999999868e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.452970000000000539e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.451930000000000121e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.450879999999999370e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.449830000000000041e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.448789999999999623e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.447740000000000293e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.446689999999999543e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.445640000000000214e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.444599999999999795e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.443550000000000466e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.442499999999999716e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.441450000000000387e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.440409999999999968e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.439360000000000639e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.438309999999999889e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.437269999999999470e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.436220000000000141e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.435169999999999391e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.434120000000000061e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.433079999999999643e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.432030000000000314e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.430979999999999563e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.429940000000000566e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.428889999999999816e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.427840000000000487e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.426789999999999736e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.425749999999999318e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.424699999999999989e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.423650000000000659e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.422610000000000241e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.421559999999999491e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.420510000000000161e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.419459999999999411e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.418420000000000414e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.417369999999999663e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.416320000000000334e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.415269999999999584e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.414230000000000587e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.413179999999999836e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.412130000000000507e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.411090000000000089e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.410039999999999338e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.408990000000000009e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.407940000000000680e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.406900000000000261e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.405849999999999511e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.404800000000000182e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.403759999999999764e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.402710000000000434e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.401659999999999684e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.400610000000000355e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.399569999999999936e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.398520000000000607e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.397469999999999857e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.396429999999999438e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.395380000000000109e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.394329999999999359e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.393280000000000030e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.392239999999999611e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.391190000000000282e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.390139999999999532e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.389090000000000202e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.388049999999999784e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.387000000000000455e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.385949999999999704e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.384909999999999286e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.383859999999999957e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.382810000000000628e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.381759999999999877e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.380719999999999459e+01 0.000000000000000000e+00 -0.000000000000000000e+00
