#k-distance eigenvalue[eV]
3.57073919 -36.61600000
3.58742488 -36.61390000
3.60411062 -36.61190000
3.62079631 -36.60990000
3.63748201 -36.60800000
3.65416770 -36.60610000
3.67085339 -36.60430000
3.68753909 -36.60260000
3.70422478 -36.60100000
3.72091048 -36.59940000
3.73759617 -36.59800000
3.75428187 -36.59660000
3.77096756 -36.59530000
3.78765326 -36.59410000
3.80433895 -36.59300000
3.82102465 -36.59200000
3.83771034 -36.59110000
3.85439607 -36.59030000
3.87108177 -36.58960000
3.88776746 -36.58900000
3.90445316 -36.58860000
3.92113885 -36.58820000
3.93782455 -36.58790000
3.95451024 -36.58770000
3.97119594 -36.58770000

0.00000000 -34.23280000
0.01112380 -34.23280000
0.02224759 -34.23280000
0.03337135 -34.23290000
0.04449515 -34.23290000
0.05561894 -34.23300000
0.06674274 -34.23310000
0.07786650 -34.23330000
0.08899029 -34.23340000
0.10011409 -34.23360000
0.11123788 -34.23380000
0.12236164 -34.23400000
0.13348544 -34.23430000
0.14460923 -34.23460000
0.15573303 -34.23490000
0.16685679 -34.23520000
0.17798058 -34.23560000
0.18910438 -34.23600000
0.20022818 -34.23640000
0.21135197 -34.23680000
0.22247573 -34.23730000
0.23359953 -34.23780000
0.24472332 -34.23840000
0.25584712 -34.23900000
0.26697087 -34.23960000
0.27809467 -34.24030000
0.28921847 -34.24100000
0.30034226 -34.24170000
0.31146602 -34.24250000
0.32258982 -34.24340000
0.33371361 -34.24420000
0.34483741 -34.24520000
0.35596117 -34.24620000
0.36708496 -34.24720000
0.37820876 -34.24830000
0.38933255 -34.24940000
0.40045635 -34.25060000
0.41158011 -34.25190000
0.42270390 -34.25320000
0.43382770 -34.25460000
0.44495150 -34.25600000
0.45607525 -34.25750000
0.46719905 -34.25900000
0.47832285 -34.26060000
0.48944664 -34.26230000
0.50057040 -34.26400000
0.51169420 -34.26580000
0.52281799 -34.26770000
0.53394179 -34.26960000
0.54506555 -34.27150000
0.55618934 -34.27350000
0.56731314 -34.27560000
0.57843693 -34.27790000
0.58956073 -34.28040000
0.60068449 -34.28300000
0.61180828 -34.28560000
0.62293208 -34.28820000
0.63405588 -34.29090000
0.64517963 -34.29370000
0.65630343 -34.29650000
0.66742723 -34.29940000
0.67855102 -34.30220000
0.68967478 -34.30510000
0.70079858 -34.30810000
0.71192237 -34.31100000
0.72304617 -34.31390000
0.73416992 -34.31680000
0.74529372 -34.31980000
0.75641752 -34.32270000
0.76754131 -34.32560000
0.77866511 -34.32840000
0.78978887 -34.33130000
0.80091266 -34.33410000
0.81203646 -34.33680000
0.82316026 -34.33960000
0.83428401 -34.34220000
0.84540781 -34.34490000
0.85653160 -34.34750000
0.86765540 -34.35000000
0.87877916 -34.35240000
0.88990295 -34.35490000
0.90102675 -34.35720000
0.91215055 -34.35950000
0.92327430 -34.36170000
0.93439810 -34.36380000
0.94552190 -34.36590000
0.95664569 -34.36790000
0.96776949 -34.36980000
0.97889325 -34.37170000
0.99001704 -34.37350000
1.00114084 -34.37520000
1.01226463 -34.37680000
1.02338839 -34.37830000
1.03451219 -34.37980000
1.04563598 -34.38120000
1.05675978 -34.38250000
1.06788354 -34.38380000
1.07900733 -34.38500000
1.09013113 -34.38600000
1.10125493 -34.38710000
1.11237868 -34.38800000
1.12350248 -34.38890000
1.13462628 -34.38970000
1.14575007 -34.39040000
1.15687387 -34.39110000
1.16799763 -34.39170000
1.17912142 -34.39230000
1.19024522 -34.39280000
1.20136901 -34.39320000
1.21249277 -34.39360000
1.22361657 -34.39390000
1.23474036 -34.39420000
1.24586416 -34.39440000
1.25698792 -34.39460000
1.26811171 -34.39480000
1.27923551 -34.39490000
1.29035931 -34.39500000
1.30148306 -34.39500000
1.31260686 -34.39510000
1.32373066 -34.39510000
1.32373066 -34.39510000
1.32929255 -34.39510000
1.33485449 -34.39510000
1.34041639 -34.39500000
1.34597829 -34.39500000
1.35154023 -34.39500000
1.35710212 -34.39500000
1.36266402 -34.39500000
1.36822592 -34.39500000
1.37378786 -34.39490000
1.37934976 -34.39490000
1.38491165 -34.39490000
1.39047359 -34.39490000
1.39603549 -34.39480000
1.40159739 -34.39480000
1.40715933 -34.39480000
1.41272122 -34.39480000
1.41828312 -34.39470000
1.42384502 -34.39470000
1.42940696 -34.39470000
1.43496886 -34.39470000
1.44053076 -34.39470000
1.44609269 -34.39460000
1.45165459 -34.39460000
1.45721649 -34.39460000
1.46277843 -34.39460000
1.46834033 -34.39460000
1.47390222 -34.39460000
1.47946412 -34.39460000
1.48502606 -34.39460000
1.49058796 -34.39460000
1.49614986 -34.39460000
1.50171179 -34.39470000
1.50727369 -34.39470000
1.51283559 -34.39470000
1.51839753 -34.39470000
1.52395943 -34.39480000
1.52952132 -34.39480000
1.53508322 -34.39480000
1.54064516 -34.39490000
1.54620706 -34.39490000
1.55176896 -34.39500000
1.55733089 -34.39500000
1.56289279 -34.39510000
1.56845469 -34.39510000
1.57401663 -34.39520000
1.57957853 -34.39530000
1.58514043 -34.39530000
1.59070236 -34.39540000
1.59626426 -34.39550000
1.60182616 -34.39550000
1.60738806 -34.39560000
1.61295000 -34.39570000
1.61851189 -34.39580000
1.62407379 -34.39580000
1.62963573 -34.39590000
1.63519763 -34.39600000
1.64075953 -34.39610000
1.64632146 -34.39620000
1.65188336 -34.39620000
1.65744526 -34.39630000
1.66300716 -34.39640000
1.66856910 -34.39650000
1.67413099 -34.39660000
1.67969289 -34.39670000
1.68525483 -34.39670000
1.69081673 -34.39680000
1.69637863 -34.39690000
1.70194057 -34.39700000
1.70750246 -34.39710000
1.71306436 -34.39710000
1.71862626 -34.39720000
1.72418820 -34.39730000
1.72975010 -34.39730000
1.73531199 -34.39740000
1.74087393 -34.39750000
1.74643583 -34.39750000
1.75199773 -34.39760000
1.75755967 -34.39760000
1.76312156 -34.39770000
1.76868346 -34.39770000
1.77424540 -34.39780000
1.77980730 -34.39780000
1.78536920 -34.39780000
1.79093110 -34.39790000
1.79649303 -34.39790000
1.80205493 -34.39790000
1.80761683 -34.39790000
1.81317877 -34.39800000
1.81874067 -34.39800000
1.82430256 -34.39800000
1.82986450 -34.39800000
1.83542640 -34.39790000
1.84098830 -34.39790000
1.84655020 -34.39790000
1.85211213 -34.39790000
1.85767403 -34.39790000
1.86323593 -34.39780000
1.86879787 -34.39780000
1.87435977 -34.39770000
1.87992166 -34.39770000
1.88548360 -34.39760000
1.89104550 -34.39750000
1.89660740 -34.39740000
1.90216930 -34.39740000
1.90773123 -34.39730000
1.91329313 -34.39720000
1.91885503 -34.39710000
1.92441697 -34.39700000
1.92997887 -34.39680000
1.93554077 -34.39670000
1.94110270 -34.39660000
1.94666460 -34.39640000
1.95222650 -34.39630000
1.95778840 -34.39610000
1.96335034 -34.39600000
1.96891223 -34.39580000
1.97447413 -34.39560000
1.98003607 -34.39540000
1.98559797 -34.39530000
1.98559797 -34.39530000
2.00228366 -34.39580000
2.01896936 -34.39630000
2.03565505 -34.39670000
2.05234075 -34.39710000
2.06902644 -34.39740000
2.08571214 -34.39760000
2.10239783 -34.39780000
2.11908356 -34.39790000
2.13576926 -34.39790000
2.15245495 -34.39800000
2.16914065 -34.39790000
2.18582634 -34.39780000
2.20251204 -34.39770000
2.21919773 -34.39760000
2.23588343 -34.39740000
2.25256912 -34.39720000
2.26925482 -34.39700000
2.28594051 -34.39670000
2.30262620 -34.39650000
2.31931190 -34.39620000
2.33599759 -34.39600000
2.35268329 -34.39580000
2.36936902 -34.39550000
2.38605472 -34.39530000
2.40274041 -34.39510000
2.41942611 -34.39500000
2.43611180 -34.39480000
2.45279749 -34.39470000
2.46948319 -34.39470000
2.48616888 -34.39460000
2.50285458 -34.39460000
2.51954027 -34.39460000
2.53622597 -34.39470000
2.55291166 -34.39470000
2.56959736 -34.39480000
2.58628305 -34.39490000
2.60296875 -34.39500000
2.61965448 -34.39500000
2.63634017 -34.39510000
2.65302587 -34.39510000
2.66971156 -34.39500000
2.68639726 -34.39490000
2.70308295 -34.39480000
2.71976865 -34.39450000
2.73645434 -34.39420000
2.75314004 -34.39380000
2.76982573 -34.39320000
2.78651143 -34.39250000
2.80319712 -34.39170000
2.81988281 -34.39080000
2.83656851 -34.38970000
2.85325420 -34.38850000
2.86993994 -34.38710000
2.88662563 -34.38550000
2.90331133 -34.38380000
2.91999702 -34.38190000
2.93668272 -34.37980000
2.95336841 -34.37760000
2.97005410 -34.37520000
2.98673980 -34.37260000
3.00342549 -34.36980000
3.02011119 -34.36690000
3.03679688 -34.36380000
3.05348258 -34.36060000
3.07016827 -34.35720000
3.08685397 -34.35370000
3.10353970 -34.35000000
3.12022540 -34.34620000
3.13691109 -34.34220000
3.15359678 -34.33820000
3.17028248 -34.33410000
3.18696817 -34.32980000
3.20365387 -34.32560000
3.22033956 -34.32120000
3.23702526 -34.31680000
3.25371095 -34.31240000
3.27039665 -34.30810000
3.28708234 -34.30370000
3.30376804 -34.29940000
3.32045373 -34.29510000
3.33713942 -34.29090000
3.35382516 -34.28690000
3.37051085 -34.28300000
3.38719655 -34.27920000
3.40388224 -34.27560000
3.42056794 -34.27250000
3.43725363 -34.26960000
3.45393933 -34.26670000
3.47062502 -34.26400000
3.48731072 -34.26150000
3.50399641 -34.25900000
3.52068210 -34.25670000
3.53736780 -34.25460000
3.55405349 -34.25250000
3.57073919 -34.25060000
3.58742488 -34.24880000
3.60411062 -34.24720000
3.62079631 -34.24570000
3.63748201 -34.24420000
3.65416770 -34.24290000
3.67085339 -34.24170000
3.68753909 -34.24060000
3.70422478 -34.23960000
3.72091048 -34.23870000
3.73759617 -34.23780000
3.75428187 -34.23710000
3.77096756 -34.23640000
3.78765326 -34.23580000
3.80433895 -34.23520000
3.82102465 -34.23470000
