#k-distance eigenvalue[eV]
3.30376808 -36.74680000
3.32012337 -36.74440000
3.33647865 -36.74210000
3.35283394 -36.73980000
3.36918922 -36.73750000
3.38554451 -36.73520000
3.40189979 -36.73290000
3.41825508 -36.73070000
3.43461036 -36.72860000
3.45096564 -36.72640000
3.46732093 -36.72430000
3.48367621 -36.72230000
3.50003150 -36.72030000
3.51638678 -36.71840000
3.53274211 -36.71650000
3.54909739 -36.71470000
3.56545268 -36.71300000
3.58180796 -36.71130000
3.59816325 -36.70970000
3.61451853 -36.70820000
3.63087382 -36.70670000
3.64722910 -36.70530000
3.66358439 -36.70400000
3.67993967 -36.70280000
3.69629496 -36.70170000
3.71265024 -36.70070000
3.72900553 -36.69970000
3.74536081 -36.69890000
3.76171610 -36.69810000
3.77807142 -36.69740000
3.79442670 -36.69680000
3.81078199 -36.69630000
3.82713727 -36.69590000
3.84349256 -36.69560000
3.85984784 -36.69530000
3.87620313 -36.69520000
3.89255841 -36.69510000

0.00000000 -36.69510000
0.01090352 -36.69510000
0.02180705 -36.69520000
0.03271053 -36.69530000
0.04361405 -36.69540000
0.05451758 -36.69560000
0.06542110 -36.69580000
0.07632458 -36.69610000
0.08722811 -36.69640000
0.09813163 -36.69670000
0.10903515 -36.69710000
0.11993864 -36.69750000
0.13084216 -36.69800000
0.14174569 -36.69850000
0.15264921 -36.69900000
0.16355269 -36.69960000
0.17445622 -36.70020000
0.18535974 -36.70080000
0.19626326 -36.70150000
0.20716679 -36.70220000
0.21807027 -36.70290000
0.22897379 -36.70370000
0.23987732 -36.70450000
0.25078084 -36.70530000
0.26168432 -36.70620000
0.27258785 -36.70710000
0.28349137 -36.70800000
0.29439489 -36.70890000
0.30529838 -36.70990000
0.31620190 -36.71090000
0.32710542 -36.71190000
0.33800895 -36.71300000
0.34891243 -36.71410000
0.35981595 -36.71520000
0.37071948 -36.71630000
0.38162300 -36.71740000
0.39252652 -36.71860000
0.40343001 -36.71980000
0.41433353 -36.72100000
0.42523706 -36.72220000
0.43614058 -36.72340000
0.44704406 -36.72470000
0.45794759 -36.72600000
0.46885111 -36.72720000
0.47975463 -36.72850000
0.49065812 -36.72980000
0.50156164 -36.73110000
0.51246516 -36.73240000
0.52336869 -36.73370000
0.53427217 -36.73510000
0.54517569 -36.73640000
0.55607922 -36.73770000
0.56698274 -36.73900000
0.57788626 -36.74040000
0.58878975 -36.74170000
0.59969327 -36.74300000
0.61059679 -36.74430000
0.62150032 -36.74570000
0.63240380 -36.74700000
0.64330733 -36.74830000
0.65421085 -36.74960000
0.66511437 -36.75090000
0.67601786 -36.75220000
0.68692138 -36.75340000
0.69782490 -36.75470000
0.70872843 -36.75590000
0.71963191 -36.75720000
0.73053543 -36.75840000
0.74143896 -36.75960000
0.75234248 -36.76080000
0.76324600 -36.76190000
0.77414949 -36.76310000
0.78505301 -36.76420000
0.79595653 -36.76530000
0.80686006 -36.76640000
0.81776354 -36.76740000
0.82866706 -36.76850000
0.83957059 -36.76950000
0.85047411 -36.77050000
0.86137759 -36.77150000
0.87228112 -36.77240000
0.88318464 -36.77330000
0.89408816 -36.77420000
0.90499165 -36.77510000
0.91589517 -36.77590000
0.92679870 -36.77670000
0.93770222 -36.77750000
0.94860574 -36.77820000
0.95950923 -36.77890000
0.97041275 -36.77960000
0.98131627 -36.78030000
0.99221980 -36.78100000
1.00312328 -36.78160000
1.01402680 -36.78210000
1.02493033 -36.78270000
1.03583385 -36.78320000
1.04673733 -36.78370000
1.05764086 -36.78420000
1.06854438 -36.78460000
1.07944790 -36.78510000
1.09035139 -36.78550000
1.10125491 -36.78580000
1.11215843 -36.78620000
1.12306196 -36.78650000
1.13396548 -36.78680000
1.14486897 -36.78700000
1.15577249 -36.78730000
1.16667601 -36.78750000
1.17757953 -36.78770000
1.18848302 -36.78790000
1.19938654 -36.78800000
1.21029007 -36.78820000
1.22119359 -36.78830000
1.23209707 -36.78840000
1.24300060 -36.78850000
1.25390412 -36.78850000
1.26480764 -36.78860000
1.27571113 -36.78860000
1.28661465 -36.78870000
1.29751817 -36.78870000
1.29751817 -36.78870000
1.30296994 -36.78870000
1.30842174 -36.78870000
1.31387350 -36.78860000
1.31932526 -36.78860000
1.32477706 -36.78860000
1.33022882 -36.78860000
1.33568058 -36.78860000
1.34113234 -36.78860000
1.34658414 -36.78850000
1.35203591 -36.78850000
1.35748767 -36.78850000
1.36293947 -36.78850000
1.36839123 -36.78840000
1.37384299 -36.78840000
1.37929479 -36.78840000
1.38474655 -36.78830000
1.39019832 -36.78830000
1.39565008 -36.78820000
1.40110188 -36.78820000
1.40655364 -36.78820000
1.41200540 -36.78810000
1.41745720 -36.78810000
1.42290896 -36.78800000
1.42836072 -36.78800000
1.43381253 -36.78790000
1.43926429 -36.78790000
1.44471605 -36.78780000
1.45016781 -36.78780000
1.45561961 -36.78770000
1.46107137 -36.78770000
1.46652313 -36.78760000
1.47197493 -36.78760000
1.47742670 -36.78760000
1.48287846 -36.78750000
1.48833026 -36.78750000
1.49378202 -36.78740000
1.49923378 -36.78740000
1.50468554 -36.78730000
1.51013734 -36.78730000
1.51558911 -36.78720000
1.52104087 -36.78720000
1.52649267 -36.78710000
1.53194443 -36.78710000
1.53739619 -36.78700000
1.54284799 -36.78700000
1.54829975 -36.78700000
1.55375151 -36.78690000
1.55920331 -36.78690000
1.56465508 -36.78680000
1.57010684 -36.78680000
1.57555860 -36.78680000
1.58101040 -36.78670000
1.58646216 -36.78670000
1.59191392 -36.78670000
1.59736572 -36.78660000
1.60281749 -36.78660000
1.60826925 -36.78660000
1.61372105 -36.78660000
1.61917281 -36.78650000
1.62462457 -36.78650000
1.63007633 -36.78650000
1.63552813 -36.78650000
1.64097989 -36.78650000
1.64643166 -36.78650000
1.65188346 -36.78650000
1.65733522 -36.78640000
1.66278698 -36.78640000
1.66823878 -36.78640000
1.67369054 -36.78640000
1.67914230 -36.78640000
1.68459407 -36.78640000
1.69004587 -36.78640000
1.69549763 -36.78650000
1.70094939 -36.78650000
1.70640119 -36.78650000
1.71185295 -36.78650000
1.71730471 -36.78650000
1.72275651 -36.78650000
1.72820827 -36.78660000
1.73366004 -36.78660000
1.73911184 -36.78660000
1.74456360 -36.78670000
1.75001536 -36.78670000
1.75546712 -36.78670000
1.76091892 -36.78680000
1.76637068 -36.78680000
1.77182245 -36.78680000
1.77727425 -36.78690000
1.78272601 -36.78690000
1.78817777 -36.78700000
1.79362957 -36.78710000
1.79908133 -36.78710000
1.80453309 -36.78720000
1.80998485 -36.78720000
1.81543666 -36.78730000
1.82088842 -36.78740000
1.82634018 -36.78750000
1.83179198 -36.78750000
1.83724374 -36.78760000
1.84269550 -36.78770000
1.84814730 -36.78780000
1.85359906 -36.78790000
1.85905083 -36.78790000
1.86450259 -36.78800000
1.86995439 -36.78810000
1.87540615 -36.78820000
1.88085791 -36.78830000
1.88630971 -36.78840000
1.89176147 -36.78850000
1.89721324 -36.78870000
1.90266504 -36.78880000
1.90811680 -36.78890000
1.91356856 -36.78900000
1.91902032 -36.78910000
1.92447212 -36.78920000
1.92992388 -36.78940000
1.93537564 -36.78950000
1.94082744 -36.78960000
1.94627921 -36.78970000
1.94627921 -36.78970000
1.96263449 -36.78940000
1.97898978 -36.78900000
1.99534506 -36.78870000
2.01170035 -36.78830000
2.02805563 -36.78800000
2.04441092 -36.78780000
2.06076620 -36.78750000
2.07712152 -36.78730000
2.09347681 -36.78710000
2.10983209 -36.78690000
2.12618738 -36.78680000
2.14254266 -36.78670000
2.15889795 -36.78660000
2.17525323 -36.78650000
2.19160852 -36.78650000
2.20796380 -36.78640000
2.22431909 -36.78640000
2.24067437 -36.78650000
2.25702966 -36.78650000
2.27338494 -36.78650000
2.28974023 -36.78660000
2.30609551 -36.78670000
2.32245084 -36.78680000
2.33880612 -36.78690000
2.35516141 -36.78700000
2.37151669 -36.78720000
2.38787197 -36.78730000
2.40422726 -36.78750000
2.42058254 -36.78760000
2.43693783 -36.78770000
2.45329311 -36.78790000
2.46964840 -36.78800000
2.48600368 -36.78820000
2.50235897 -36.78830000
2.51871425 -36.78840000
2.53506954 -36.78850000
2.55142482 -36.78860000
2.56778015 -36.78860000
2.58413543 -36.78870000
2.60049072 -36.78870000
2.61684600 -36.78860000
2.63320129 -36.78860000
2.64955657 -36.78850000
2.66591186 -36.78840000
2.68226714 -36.78820000
2.69862243 -36.78800000
2.71497771 -36.78770000
2.73133300 -36.78740000
2.74768828 -36.78700000
2.76404356 -36.78660000
2.78039885 -36.78620000
2.79675413 -36.78560000
2.81310946 -36.78510000
2.82946474 -36.78440000
2.84582003 -36.78370000
2.86217531 -36.78300000
2.87853060 -36.78210000
2.89488588 -36.78130000
2.91124117 -36.78030000
2.92759645 -36.77930000
2.94395174 -36.77820000
2.96030702 -36.77710000
2.97666231 -36.77590000
2.99301759 -36.77460000
3.00937288 -36.77330000
3.02572816 -36.77190000
3.04208348 -36.77050000
3.05843877 -36.76900000
3.07479405 -36.76740000
3.09114934 -36.76580000
3.10750462 -36.76420000
3.12385991 -36.76250000
3.14021519 -36.76080000
3.15657048 -36.75900000
3.17292576 -36.75720000
3.18928105 -36.75530000
3.20563633 -36.75340000
3.22199162 -36.75150000
3.23834690 -36.74960000
3.25470219 -36.74760000
3.27105747 -36.74570000
3.28741280 -36.74370000
3.30376808 -36.74170000
3.32012337 -36.73970000
3.33647865 -36.73770000
3.35283394 -36.73570000
3.36918922 -36.73370000
3.38554451 -36.73180000
3.40189979 -36.72980000
3.41825508 -36.72790000
3.43461036 -36.72600000
3.45096564 -36.72410000
3.46732093 -36.72220000
3.48367621 -36.72040000
3.50003150 -36.71860000
3.51638678 -36.71690000
3.53274211 -36.71520000
3.54909739 -36.71350000
3.56545268 -36.71190000
3.58180796 -36.71040000
3.59816325 -36.70890000
3.61451853 -36.70750000
3.63087382 -36.70620000
3.64722910 -36.70490000
3.66358439 -36.70370000
3.67993967 -36.70250000
3.69629496 -36.70150000
3.71265024 -36.70050000
3.72900553 -36.69960000
3.74536081 -36.69870000
3.76171610 -36.69800000
3.77807142 -36.69730000
3.79442670 -36.69670000
3.81078199 -36.69620000
3.82713727 -36.69580000
3.84349256 -36.69550000
3.85984784 -36.69530000
3.87620313 -36.69520000
3.89255841 -36.69510000

0.00000000 -34.31710000
0.01090352 -34.31710000
0.02180705 -34.31720000
0.03271053 -34.31720000
0.04361405 -34.31730000
0.05451758 -34.31730000
0.06542110 -34.31740000
0.07632458 -34.31750000
0.08722811 -34.31760000
0.09813163 -34.31780000
0.10903515 -34.31790000
0.11993864 -34.31810000
0.13084216 -34.31830000
0.14174569 -34.31850000
0.15264921 -34.31870000
0.16355269 -34.31900000
0.17445622 -34.31930000
0.18535974 -34.31960000
0.19626326 -34.31990000
0.20716679 -34.32030000
0.21807027 -34.32070000
0.22897379 -34.32110000
0.23987732 -34.32150000
0.25078084 -34.32200000
0.26168432 -34.32250000
0.27258785 -34.32300000
0.28349137 -34.32360000
0.29439489 -34.32420000
0.30529838 -34.32490000
0.31620190 -34.32560000
0.32710542 -34.32640000
0.33800895 -34.32720000
0.34891243 -34.32800000
0.35981595 -34.32890000
0.37071948 -34.32980000
0.38162300 -34.33080000
0.39252652 -34.33190000
0.40343001 -34.33300000
0.41433353 -34.33420000
0.42523706 -34.33540000
0.43614058 -34.33670000
0.44704406 -34.33810000
0.45794759 -34.33950000
0.46885111 -34.34100000
0.47975463 -34.34260000
0.49065812 -34.34420000
0.50156164 -34.34580000
0.51246516 -34.34760000
0.52336869 -34.34960000
0.53427217 -34.35170000
0.54517569 -34.35390000
0.55607922 -34.35620000
0.56698274 -34.35850000
0.57788626 -34.36090000
0.58878975 -34.36330000
0.59969327 -34.36580000
0.61059679 -34.36840000
0.62150032 -34.37100000
0.63240380 -34.37360000
0.64330733 -34.37620000
0.65421085 -34.37890000
0.66511437 -34.38150000
0.67601786 -34.38420000
0.68692138 -34.38690000
0.69782490 -34.38960000
0.70872843 -34.39230000
0.71963191 -34.39490000
0.73053543 -34.39760000
0.74143896 -34.40020000
0.75234248 -34.40280000
0.76324600 -34.40540000
0.77414949 -34.40790000
0.78505301 -34.41040000
0.79595653 -34.41290000
0.80686006 -34.41530000
0.81776354 -34.41770000
0.82866706 -34.42000000
0.83957059 -34.42230000
0.85047411 -34.42450000
0.86137759 -34.42670000
0.87228112 -34.42890000
0.88318464 -34.43090000
0.89408816 -34.43290000
0.90499165 -34.43490000
0.91589517 -34.43680000
0.92679870 -34.43860000
0.93770222 -34.44040000
0.94860574 -34.44210000
0.95950923 -34.44370000
0.97041275 -34.44530000
0.98131627 -34.44680000
0.99221980 -34.44820000
1.00312328 -34.44960000
1.01402680 -34.45090000
1.02493033 -34.45210000
1.03583385 -34.45330000
1.04673733 -34.45440000
1.05764086 -34.45550000
1.06854438 -34.45640000
1.07944790 -34.45740000
1.09035139 -34.45820000
1.10125491 -34.45900000
1.11215843 -34.45980000
1.12306196 -34.46040000
1.13396548 -34.46110000
1.14486897 -34.46160000
1.15577249 -34.46210000
1.16667601 -34.46260000
1.17757953 -34.46300000
1.18848302 -34.46340000
1.19938654 -34.46370000
1.21029007 -34.46390000
1.22119359 -34.46420000
1.23209707 -34.46440000
1.24300060 -34.46450000
1.25390412 -34.46460000
1.26480764 -34.46470000
1.27571113 -34.46480000
1.28661465 -34.46480000
1.29751817 -34.46480000
1.29751817 -34.46480000
1.30296994 -34.46480000
1.30842174 -34.46480000
1.31387350 -34.46480000
1.31932526 -34.46480000
1.32477706 -34.46480000
1.33022882 -34.46480000
1.33568058 -34.46470000
1.34113234 -34.46470000
1.34658414 -34.46470000
1.35203591 -34.46460000
1.35748767 -34.46460000
1.36293947 -34.46450000
1.36839123 -34.46450000
1.37384299 -34.46450000
1.37929479 -34.46440000
1.38474655 -34.46440000
1.39019832 -34.46430000
1.39565008 -34.46430000
1.40110188 -34.46420000
1.40655364 -34.46420000
1.41200540 -34.46410000
1.41745720 -34.46410000
1.42290896 -34.46400000
1.42836072 -34.46400000
1.43381253 -34.46400000
1.43926429 -34.46390000
1.44471605 -34.46390000
1.45016781 -34.46380000
1.45561961 -34.46380000
1.46107137 -34.46380000
1.46652313 -34.46370000
1.47197493 -34.46370000
1.47742670 -34.46370000
1.48287846 -34.46360000
1.48833026 -34.46360000
1.49378202 -34.46360000
1.49923378 -34.46350000
1.50468554 -34.46350000
1.51013734 -34.46350000
1.51558911 -34.46350000
1.52104087 -34.46350000
1.52649267 -34.46340000
1.53194443 -34.46340000
1.53739619 -34.46340000
1.54284799 -34.46340000
1.54829975 -34.46340000
1.55375151 -34.46340000
1.55920331 -34.46340000
1.56465508 -34.46340000
1.57010684 -34.46340000
1.57555860 -34.46340000
1.58101040 -34.46340000
1.58646216 -34.46340000
1.59191392 -34.46340000
1.59736572 -34.46340000
1.60281749 -34.46340000
1.60826925 -34.46340000
1.61372105 -34.46340000
1.61917281 -34.46340000
1.62462457 -34.46340000
1.63007633 -34.46340000
1.63552813 -34.46340000
1.64097989 -34.46340000
1.64643166 -34.46350000
1.65188346 -34.46350000
1.65733522 -34.46350000
1.66278698 -34.46350000
1.66823878 -34.46350000
1.67369054 -34.46350000
1.67914230 -34.46350000
1.68459407 -34.46350000
1.69004587 -34.46350000
1.69549763 -34.46350000
1.70094939 -34.46350000
1.70640119 -34.46350000
1.71185295 -34.46350000
1.71730471 -34.46350000
1.72275651 -34.46350000
1.72820827 -34.46350000
1.73366004 -34.46350000
1.73911184 -34.46350000
1.74456360 -34.46340000
1.75001536 -34.46340000
1.75546712 -34.46340000
1.76091892 -34.46340000
1.76637068 -34.46330000
1.77182245 -34.46330000
1.77727425 -34.46330000
1.78272601 -34.46320000
1.78817777 -34.46320000
1.79362957 -34.46320000
1.79908133 -34.46310000
1.80453309 -34.46310000
1.80998485 -34.46300000
1.81543666 -34.46290000
1.82088842 -34.46290000
1.82634018 -34.46280000
1.83179198 -34.46270000
1.83724374 -34.46270000
1.84269550 -34.46260000
1.84814730 -34.46250000
1.85359906 -34.46240000
1.85905083 -34.46230000
1.86450259 -34.46220000
1.86995439 -34.46210000
1.87540615 -34.46200000
1.88085791 -34.46190000
1.88630971 -34.46180000
1.89176147 -34.46170000
1.89721324 -34.46150000
1.90266504 -34.46140000
1.90811680 -34.46130000
1.91356856 -34.46110000
1.91902032 -34.46100000
1.92447212 -34.46080000
1.92992388 -34.46070000
1.93537564 -34.46050000
1.94082744 -34.46030000
1.94627921 -34.46020000
1.94627921 -34.46020000
1.96263449 -34.46070000
1.97898978 -34.46110000
1.99534506 -34.46150000
2.01170035 -34.46190000
2.02805563 -34.46220000
2.04441092 -34.46250000
2.06076620 -34.46270000
2.07712152 -34.46290000
2.09347681 -34.46310000
2.10983209 -34.46320000
2.12618738 -34.46330000
2.14254266 -34.46340000
2.15889795 -34.46350000
2.17525323 -34.46350000
2.19160852 -34.46350000
2.20796380 -34.46350000
2.22431909 -34.46350000
2.24067437 -34.46350000
2.25702966 -34.46340000
2.27338494 -34.46340000
2.28974023 -34.46340000
2.30609551 -34.46340000
2.32245084 -34.46340000
2.33880612 -34.46340000
2.35516141 -34.46340000
2.37151669 -34.46350000
2.38787197 -34.46350000
2.40422726 -34.46360000
2.42058254 -34.46370000
2.43693783 -34.46380000
2.45329311 -34.46390000
2.46964840 -34.46400000
2.48600368 -34.46420000
2.50235897 -34.46430000
2.51871425 -34.46450000
2.53506954 -34.46460000
2.55142482 -34.46470000
2.56778015 -34.46480000
2.58413543 -34.46480000
2.60049072 -34.46480000
2.61684600 -34.46480000
2.63320129 -34.46470000
2.64955657 -34.46450000
2.66591186 -34.46430000
2.68226714 -34.46390000
2.69862243 -34.46350000
2.71497771 -34.46300000
2.73133300 -34.46240000
2.74768828 -34.46160000
2.76404356 -34.46070000
2.78039885 -34.45980000
2.79675413 -34.45860000
2.81310946 -34.45740000
2.82946474 -34.45600000
2.84582003 -34.45440000
2.86217531 -34.45270000
2.87853060 -34.45090000
2.89488588 -34.44890000
2.91124117 -34.44680000
2.92759645 -34.44450000
2.94395174 -34.44210000
2.96030702 -34.43950000
2.97666231 -34.43680000
2.99301759 -34.43390000
3.00937288 -34.43090000
3.02572816 -34.42780000
3.04208348 -34.42450000
3.05843877 -34.42120000
3.07479405 -34.41770000
3.09114934 -34.41410000
3.10750462 -34.41040000
3.12385991 -34.40660000
3.14021519 -34.40280000
3.15657048 -34.39890000
3.17292576 -34.39490000
3.18928105 -34.39090000
3.20563633 -34.38690000
3.22199162 -34.38290000
3.23834690 -34.37890000
3.25470219 -34.37490000
3.27105747 -34.37100000
3.28741280 -34.36710000
3.30376808 -34.36330000
3.32012337 -34.35970000
3.33647865 -34.35620000
3.35283394 -34.35280000
3.36918922 -34.34960000
3.38554451 -34.34670000
3.40189979 -34.34420000
3.41825508 -34.34180000
3.43461036 -34.33950000
3.45096564 -34.33740000
3.46732093 -34.33540000
3.48367621 -34.33360000
3.50003150 -34.33190000
3.51638678 -34.33030000
3.53274211 -34.32890000
3.54909739 -34.32760000
3.56545268 -34.32640000
3.58180796 -34.32530000
3.59816325 -34.32420000
3.61451853 -34.32330000
3.63087382 -34.32250000
3.64722910 -34.32170000
3.66358439 -34.32110000
3.67993967 -34.32050000
3.69629496 -34.31990000
3.71265024 -34.31940000
3.72900553 -34.31900000
3.74536081 -34.31860000
3.76171610 -34.31830000
