#k-distance eigenvalue[eV]
1.33036674 -35.07310000
1.33857889 -35.07310000
1.34679102 -35.07310000
1.35500318 -35.07320000
1.36321531 -35.07330000
1.37142746 -35.07330000
1.37963959 -35.07340000
1.38785174 -35.07350000
1.39606387 -35.07350000
1.40427603 -35.07360000
1.41248816 -35.07370000
1.42070031 -35.07380000
1.42891244 -35.07390000
1.43712459 -35.07400000
1.44533673 -35.07410000
1.45354888 -35.07430000
1.46176101 -35.07440000
1.46997316 -35.07450000
1.47818529 -35.07460000
1.48639744 -35.07480000
1.49460958 -35.07490000
1.50282173 -35.07500000
1.51103386 -35.07520000
1.51924601 -35.07530000
1.52745814 -35.07550000
1.53567029 -35.07560000
1.54388243 -35.07580000
1.55209458 -35.07590000
1.56030671 -35.07610000
1.56851886 -35.07620000
1.57673099 -35.07640000
1.58494315 -35.07650000
1.59315528 -35.07670000
1.60136743 -35.07680000
1.60957956 -35.07700000
1.61779171 -35.07710000
1.62600384 -35.07730000
1.63421600 -35.07740000
1.64242813 -35.07760000
1.65064028 -35.07770000
1.65885241 -35.07790000
1.66706456 -35.07800000
1.67527669 -35.07820000
1.68348885 -35.07830000
1.69170098 -35.07840000
1.69991313 -35.07860000
1.70812526 -35.07870000
1.71633741 -35.07880000
1.72454955 -35.07900000
1.73276170 -35.07910000
1.74097383 -35.07920000
1.74918598 -35.07930000
1.75739811 -35.07940000
1.76561026 -35.07950000
1.77382240 -35.07910000
1.78203455 -35.07770000
1.79024668 -35.07640000
1.79845883 -35.07520000
1.80667096 -35.07400000
1.81488311 -35.07280000
1.82309525 -35.07180000
1.83130740 -35.07080000
1.83951953 -35.06990000
1.84773168 -35.06900000
1.85594381 -35.06820000
1.86415597 -35.06750000
1.87236810 -35.06680000
1.88058025 -35.06620000
1.88879238 -35.06570000
1.89700453 -35.06530000
1.90521666 -35.06490000
1.91342882 -35.06460000
1.92164095 -35.06430000
1.92985310 -35.06410000
1.93806523 -35.06400000
1.94627738 -35.06400000
1.94627738 -35.06400000
1.96050123 -35.06400000
1.97472511 -35.06390000
1.98894896 -35.06370000
2.00317283 -35.06350000
2.01739668 -35.06330000
2.03162053 -35.06300000
2.04584440 -35.06260000
2.06006826 -35.06220000
2.07429213 -35.06170000
2.08851598 -35.06110000
2.10273983 -35.06050000
2.11696370 -35.05990000
2.13118755 -35.05920000
2.14541140 -35.05850000
2.15963528 -35.05770000
2.17385913 -35.05680000
2.18808300 -35.05590000
2.20230685 -35.05500000
2.21653070 -35.05400000
2.23075457 -35.05300000
2.24497843 -35.05200000
2.25920230 -35.05090000
2.27342615 -35.04970000
2.28765000 -35.04860000
2.30187387 -35.04730000
2.31609772 -35.04610000
2.33032160 -35.04480000
2.34454545 -35.04350000
2.35876930 -35.04220000
2.37299317 -35.04090000
2.38721702 -35.03950000
2.40144089 -35.03810000
2.41566475 -35.03670000
2.42988860 -35.03530000
2.44411247 -35.03390000
2.45833632 -35.03240000
2.47256019 -35.03100000
2.48678404 -35.02950000
2.50100789 -35.02800000
2.51523177 -35.02660000
2.52945562 -35.02510000
2.54367947 -35.02370000
2.55790334 -35.02220000
2.57212719 -35.02080000
2.58635106 -35.01930000
2.60057492 -35.01790000
2.61479877 -35.01650000
2.62902264 -35.01510000
2.64324649 -35.01370000
2.65747036 -35.01240000
2.67169421 -35.01100000
2.68591806 -35.00970000
2.70014194 -35.00840000
2.71436579 -35.00720000
2.72858966 -35.00600000
2.74281351 -35.00480000
2.75703736 -35.00370000
2.77126124 -35.00250000
2.78548509 -35.00150000
2.79970896 -35.00040000
2.81393281 -34.99950000
2.82815666 -34.99850000
2.84238053 -34.99760000
2.85660438 -34.99680000
2.87082826 -34.99600000
2.88505211 -34.99520000
2.89927596 -34.99450000
2.91349983 -34.99380000
2.92772368 -34.99330000
2.94194753 -34.99270000
2.95617141 -34.99220000
2.97039526 -34.99180000
2.98461913 -34.99140000
2.99884298 -34.99110000
3.01306683 -34.99080000
3.02729070 -34.99060000
3.04151455 -34.99050000
3.05573843 -34.99040000
3.06996228 -34.99040000

0.00000000 -14.01250000
0.01642430 -14.01180000
0.03284856 -14.00950000
0.04927286 -14.00580000
0.06569712 -14.00050000
0.08212142 -13.99380000
0.09854568 -13.98550000
0.11496998 -13.97590000
0.13139424 -13.96470000
0.14781854 -13.95210000
0.16424280 -13.93810000
0.18066710 -13.92260000
0.19709137 -13.90580000
0.21351567 -13.88760000
0.22993993 -13.86800000
0.24636423 -13.84720000
0.26278849 -13.82500000
0.27921279 -13.80150000
0.29563705 -13.77690000
0.31206135 -13.75100000
0.32848561 -13.72390000
0.34490991 -13.69570000
0.36133417 -13.66630000
0.37775847 -13.63600000
0.39418273 -13.60450000
0.41060703 -13.57220000
0.42703129 -13.53880000
0.44345559 -13.50460000
0.45987985 -13.46950000
0.47630415 -13.43370000
0.49272841 -13.39710000
0.50915271 -13.35980000
0.52557697 -13.32190000
0.54200127 -13.28340000
0.55842553 -13.24440000
0.57484983 -13.20490000
0.59127410 -13.16510000
0.60769840 -13.12490000
0.62412266 -13.08440000
0.64054696 -13.04380000
0.65697122 -13.00310000
0.67339552 -12.96220000
0.68981978 -12.92150000
0.70624408 -12.88080000
0.72266834 -12.84030000
0.73909264 -12.80000000
0.75551690 -12.76010000
0.77194120 -12.72050000
0.78836546 -12.68150000
0.80478976 -12.64300000
0.82121402 -12.60520000
0.83763832 -12.56800000
0.85406258 -12.53170000
0.87048688 -12.49620000
0.88691114 -12.46170000
0.90333544 -12.42820000
0.91975970 -12.39570000
0.93618400 -12.36440000
0.95260826 -12.33430000
0.96903256 -12.30550000
0.98545683 -12.27800000
1.00188113 -12.25190000
1.01830539 -12.22710000
1.03472969 -12.20380000
1.05115395 -12.18190000
1.06757825 -12.16160000
1.08400251 -12.14270000
1.10042681 -12.12540000
1.11685107 -12.10960000
1.13327537 -12.09530000
1.14969963 -12.08250000
1.16612393 -12.07130000
1.18254819 -12.06150000
1.19897249 -12.05310000
1.21539675 -12.04610000
1.23182105 -12.04060000
1.24824531 -12.03630000
1.26466961 -12.03340000
1.28109387 -12.03160000
1.29751817 -12.03100000
1.29751817 -12.03100000
1.30573032 -12.03120000
1.31394246 -12.03160000
1.32215461 -12.03230000
1.33036674 -12.03320000
1.33857889 -12.03440000
1.34679102 -12.03580000
1.35500318 -12.03740000
1.36321531 -12.03930000
1.37142746 -12.04140000
1.37963959 -12.04370000
1.38785174 -12.04620000
1.39606387 -12.04880000
1.40427603 -12.05170000
1.41248816 -12.05470000
1.42070031 -12.05790000
1.42891244 -12.06130000
1.43712459 -12.06480000
1.44533673 -12.06840000
1.45354888 -12.07220000
1.46176101 -12.07610000
1.46997316 -12.08010000
1.47818529 -12.08420000
1.48639744 -12.08840000
1.49460958 -12.09270000
1.50282173 -12.09700000
1.51103386 -12.10150000
1.51924601 -12.10600000
1.52745814 -12.11060000
1.53567029 -12.11520000
1.54388243 -12.11980000
1.55209458 -12.12450000
1.56030671 -12.12920000
1.56851886 -12.13400000
1.57673099 -12.13870000
1.58494315 -12.14340000
1.59315528 -12.14820000
1.60136743 -12.15290000
1.60957956 -12.15770000
1.61779171 -12.16230000
1.62600384 -12.16700000
1.63421600 -12.17160000
1.64242813 -12.17620000
1.65064028 -12.18080000
1.65885241 -12.18530000
1.66706456 -12.18970000
1.67527669 -12.19410000
1.68348885 -12.19830000
1.69170098 -12.20260000
1.69991313 -12.20670000
1.70812526 -12.21070000
1.71633741 -12.21470000
1.72454955 -12.21860000
1.73276170 -12.22230000
1.74097383 -12.22600000
1.74918598 -12.22950000
1.75739811 -12.23300000
1.76561026 -12.23630000
1.77382240 -12.23950000
1.78203455 -12.24250000
1.79024668 -12.24550000
1.79845883 -12.24830000
1.80667096 -12.25100000
1.81488311 -12.25350000
1.82309525 -12.25590000
1.83130740 -12.25820000
1.83951953 -12.26030000
1.84773168 -12.26230000
1.85594381 -12.26410000
1.86415597 -12.26570000
1.87236810 -12.26730000
1.88058025 -12.26860000
1.88879238 -12.26980000
1.89700453 -12.27090000
1.90521666 -12.27170000
1.91342882 -12.27250000
1.92164095 -12.27300000
1.92985310 -12.27340000
1.93806523 -12.27370000
1.94627738 -12.27380000
1.94627738 -12.27380000
1.96050123 -12.27460000
1.97472511 -12.27730000
1.98894896 -12.28170000
2.00317283 -12.28790000
2.01739668 -12.29580000
2.03162053 -12.30540000
2.04584440 -12.31660000
2.06006826 -12.32950000
2.07429213 -12.34400000
2.08851598 -12.36000000
2.10273983 -12.37750000
2.11696370 -12.39650000
2.13118755 -12.41690000
2.14541140 -12.43860000
2.15963528 -12.46150000
2.17385913 -12.48570000
2.18808300 -12.51100000
2.20230685 -12.53730000
2.21653070 -12.56470000
2.23075457 -12.59300000
2.24497843 -12.62220000
2.25920230 -12.65220000
2.27342615 -12.68290000
2.28765000 -12.71420000
2.30187387 -12.74620000
2.31609772 -12.77870000
2.33032160 -12.81170000
2.34454545 -12.84510000
2.35876930 -12.87880000
2.37299317 -12.91280000
2.38721702 -12.94700000
2.40144089 -12.98140000
2.41566475 -13.01590000
2.42988860 -13.05040000
2.44411247 -13.08490000
2.45833632 -13.11930000
2.47256019 -13.15370000
2.48678404 -13.18780000
2.50100789 -13.22180000
2.51523177 -13.25550000
2.52945562 -13.28890000
2.54367947 -13.32190000
2.55790334 -13.35460000
2.57212719 -13.38680000
2.58635106 -13.41850000
2.60057492 -13.44970000
2.61479877 -13.48040000
2.62902264 -13.51050000
2.64324649 -13.53990000
2.65747036 -13.56880000
2.67169421 -13.59690000
2.68591806 -13.62430000
2.70014194 -13.65100000
2.71436579 -13.67690000
2.72858966 -13.70200000
2.74281351 -13.72620000
2.75703736 -13.74960000
2.77126124 -13.77220000
2.78548509 -13.79380000
2.79970896 -13.81450000
2.81393281 -13.83430000
2.82815666 -13.85310000
2.84238053 -13.87090000
2.85660438 -13.88780000
2.87082826 -13.90360000
2.88505211 -13.91840000
2.89927596 -13.93220000
2.91349983 -13.94490000
2.92772368 -13.95650000
2.94194753 -13.96710000
2.95617141 -13.97660000
2.97039526 -13.98500000
2.98461913 -13.99230000
2.99884298 -13.99840000
3.01306683 -14.00350000
3.02729070 -14.00740000
3.04151455 -14.01030000
3.05573843 -14.01200000
3.06996228 -14.01250000

0.00000000 -12.72980000
0.01642430 -12.72950000
0.03284856 -12.72850000
0.04927286 -12.72700000
0.06569712 -12.72480000
0.08212142 -12.72210000
0.09854568 -12.71870000
0.11496998 -12.71470000
0.13139424 -12.71020000
0.14781854 -12.70500000
0.16424280 -12.69930000
0.18066710 -12.69290000
0.19709137 -12.68610000
0.21351567 -12.67860000
0.22993993 -12.67060000
0.24636423 -12.66200000
0.26278849 -12.65290000
0.27921279 -12.64330000
0.29563705 -12.63320000
0.31206135 -12.62260000
0.32848561 -12.61150000
0.34490991 -12.59990000
0.36133417 -12.58790000
0.37775847 -12.57550000
0.39418273 -12.56260000
0.41060703 -12.54930000
0.42703129 -12.53560000
0.44345559 -12.52160000
0.45987985 -12.50720000
0.47630415 -12.49250000
0.49272841 -12.47750000
0.50915271 -12.46210000
0.52557697 -12.44660000
0.54200127 -12.43070000
0.55842553 -12.41470000
0.57484983 -12.39850000
0.59127410 -12.38200000
0.60769840 -12.36550000
0.62412266 -12.34880000
0.64054696 -12.33200000
0.65697122 -12.31520000
0.67339552 -12.29830000
0.68981978 -12.28140000
0.70624408 -12.26450000
0.72266834 -12.24760000
0.73909264 -12.23080000
0.75551690 -12.21410000
0.77194120 -12.19760000
0.78836546 -12.18120000
0.80478976 -12.16490000
0.82121402 -12.14900000
0.83763832 -12.13320000
0.85406258 -12.11770000
0.87048688 -12.10260000
0.88691114 -12.08770000
0.90333544 -12.07330000
0.91975970 -12.05920000
0.93618400 -12.04550000
0.95260826 -12.03230000
0.96903256 -12.01960000
0.98545683 -12.00740000
1.00188113 -11.99570000
1.01830539 -11.98460000
1.03472969 -11.97400000
1.05115395 -11.96400000
1.06757825 -11.95460000
1.08400251 -11.94590000
1.10042681 -11.93770000
1.11685107 -11.93030000
1.13327537 -11.92340000
1.14969963 -11.91730000
1.16612393 -11.91180000
1.18254819 -11.90700000
1.19897249 -11.90290000
1.21539675 -11.89940000
1.23182105 -11.89660000
1.24824531 -11.89440000
1.26466961 -11.89290000
1.28109387 -11.89200000
1.29751817 -11.89170000
1.29751817 -11.89170000
1.30573032 -11.89180000
1.31394246 -11.89200000
1.32215461 -11.89230000
1.33036674 -11.89280000
1.33857889 -11.89350000
1.34679102 -11.89420000
1.35500318 -11.89510000
1.36321531 -11.89610000
1.37142746 -11.89730000
1.37963959 -11.89850000
1.38785174 -11.89990000
1.39606387 -11.90140000
1.40427603 -11.90300000
1.41248816 -11.90470000
1.42070031 -11.90640000
1.42891244 -11.90830000
1.43712459 -11.91030000
1.44533673 -11.91230000
1.45354888 -11.91450000
1.46176101 -11.91670000
1.46997316 -11.91900000
1.47818529 -11.92130000
1.48639744 -11.92370000
1.49460958 -11.92620000
1.50282173 -11.92870000
1.51103386 -11.93130000
1.51924601 -11.93390000
1.52745814 -11.93660000
1.53567029 -11.93930000
1.54388243 -11.94200000
1.55209458 -11.94470000
