#k-distance eigenvalue[eV]
1.96574199 -36.72180000
1.96574199 -36.72180000
1.98226083 -36.72220000
1.99877967 -36.72270000
2.01529851 -36.72320000
2.03181734 -36.72370000
2.04833618 -36.72420000
2.06485502 -36.72480000
2.08137386 -36.72540000
2.09789273 -36.72600000
2.11441157 -36.72660000
2.13093041 -36.72720000
2.14744925 -36.72780000
2.16396808 -36.72850000
2.18048692 -36.72910000
2.19700576 -36.72980000
2.21352460 -36.73040000
2.23004344 -36.73110000
2.24656227 -36.73180000
2.26308111 -36.73240000
2.27959995 -36.73310000
2.29611879 -36.73380000
2.31263762 -36.73440000
2.32915646 -36.73510000
2.34567534 -36.73570000
2.36219418 -36.73630000
2.37871301 -36.73690000
2.39523185 -36.73750000
2.41175069 -36.73810000
2.42826953 -36.73860000
2.44478836 -36.73910000
2.46130720 -36.73960000
2.47782604 -36.74000000
2.49434488 -36.74050000
2.51086371 -36.74080000
2.52738255 -36.74120000
2.54390139 -36.74140000
2.56042023 -36.74170000
2.57693906 -36.74190000
2.59345794 -36.74200000
2.60997678 -36.74210000
2.62649562 -36.74210000
2.64301445 -36.74200000
2.65953329 -36.74190000
2.67605213 -36.74170000
2.69257097 -36.74150000
2.70908981 -36.74110000
2.72560864 -36.74070000
2.74212748 -36.74020000
2.75864632 -36.73970000
2.77516516 -36.73900000
2.79168399 -36.73830000
2.80820283 -36.73750000
2.82472167 -36.73660000
2.84124055 -36.73560000
2.85775938 -36.73460000
2.87427822 -36.73340000
2.89079706 -36.73220000
2.90731590 -36.73090000
2.92383473 -36.72950000
2.94035357 -36.72800000
2.95687241 -36.72640000
2.97339125 -36.72470000
2.98991008 -36.72300000
3.00642892 -36.72120000
3.02294776 -36.71930000
3.03946660 -36.71740000
3.05598544 -36.71530000
3.07250431 -36.71320000
3.08902315 -36.71110000
3.10554199 -36.70880000
3.12206082 -36.70660000
3.13857966 -36.70420000
3.15509850 -36.70190000
3.17161734 -36.69940000
3.18813618 -36.69700000
3.20465501 -36.69450000
3.22117385 -36.69190000
3.23769269 -36.68940000
3.25421153 -36.68680000
3.27073036 -36.68420000
3.28724920 -36.68160000
3.30376804 -36.67900000
3.32028692 -36.67640000
3.33680575 -36.67380000
3.35332459 -36.67120000
3.36984343 -36.66860000
3.38636227 -36.66600000
3.40288110 -36.66350000
3.41939994 -36.66090000
3.43591878 -36.65850000
3.45243762 -36.65600000
3.46895645 -36.65360000
3.48547529 -36.65130000
3.50199413 -36.64900000
3.51851297 -36.64670000
3.53503181 -36.64450000
3.55155064 -36.64240000
3.56806952 -36.64030000
3.58458836 -36.63830000
3.60110720 -36.63640000
3.61762603 -36.63460000
3.63414487 -36.63280000
3.65066371 -36.63110000
3.66718255 -36.62950000
3.68370138 -36.62800000
3.70022022 -36.62660000
3.71673906 -36.62530000
3.73325790 -36.62410000
3.74977673 -36.62290000
3.76629557 -36.62190000
3.78281441 -36.62090000
3.79933325 -36.62010000
3.81585212 -36.61930000
3.83237096 -36.61870000
3.84888980 -36.61810000
3.86540864 -36.61760000
3.88192747 -36.61730000
3.89844631 -36.61700000
3.91496515 -36.61690000
3.93148399 -36.61680000

0.00000000 -36.61680000
0.01101256 -36.61680000
0.02202512 -36.61690000
0.03303764 -36.61700000
0.04405019 -36.61720000
0.05506275 -36.61740000
0.06607531 -36.61760000
0.07708783 -36.61790000
0.08810039 -36.61820000
0.09911295 -36.61860000
0.11012551 -36.61900000
0.12113802 -36.61950000
0.13215058 -36.62000000
0.14316314 -36.62050000
0.15417570 -36.62110000
0.16518822 -36.62170000
0.17620078 -36.62240000
0.18721334 -36.62310000
0.19822589 -36.62380000
0.20923845 -36.62460000
0.22025097 -36.62540000
0.23126353 -36.62620000
0.24227609 -36.62710000
0.25328865 -36.62800000
0.26430117 -36.62900000
0.27531372 -36.62990000
0.28632628 -36.63100000
0.29733884 -36.63200000
0.30835136 -36.63310000
0.31936392 -36.63420000
0.33037648 -36.63530000
0.34138904 -36.63650000
0.35240156 -36.63770000
0.36341411 -36.63890000
0.37442667 -36.64010000
0.38543923 -36.64140000
0.39645179 -36.64270000
0.40746431 -36.64400000
0.41847687 -36.64530000
0.42948942 -36.64660000
0.44050198 -36.64800000
0.45151450 -36.64940000
0.46252706 -36.65080000
0.47353962 -36.65220000
0.48455218 -36.65360000
0.49556470 -36.65500000
0.50657726 -36.65640000
0.51758981 -36.65790000
0.52860237 -36.65940000
0.53961489 -36.66080000
0.55062745 -36.66230000
0.56164001 -36.66370000
0.57265257 -36.66520000
0.58366512 -36.66670000
0.59467764 -36.66820000
0.60569020 -36.66960000
0.61670276 -36.67110000
0.62771532 -36.67260000
0.63872784 -36.67400000
0.64974040 -36.67550000
0.66075296 -36.67690000
0.67176551 -36.67840000
0.68277803 -36.67980000
0.69379059 -36.68120000
0.70480315 -36.68260000
0.71581571 -36.68400000
0.72682823 -36.68530000
0.73784079 -36.68670000
0.74885334 -36.68800000
0.75986590 -36.68930000
0.77087846 -36.69060000
0.78189098 -36.69190000
0.79290354 -36.69310000
0.80391610 -36.69430000
0.81492866 -36.69550000
0.82594117 -36.69670000
0.83695373 -36.69790000
0.84796629 -36.69900000
0.85897885 -36.70010000
0.86999137 -36.70120000
0.88100393 -36.70220000
0.89201649 -36.70320000
0.90302904 -36.70420000
0.91404156 -36.70520000
0.92505412 -36.70610000
0.93606668 -36.70700000
0.94707924 -36.70780000
0.95809180 -36.70870000
0.96910432 -36.70950000
0.98011687 -36.71020000
0.99112943 -36.71100000
1.00214199 -36.71170000
1.01315451 -36.71240000
1.02416707 -36.71300000
1.03517963 -36.71360000
1.04619219 -36.71420000
1.05720470 -36.71470000
1.06821726 -36.71530000
1.07922982 -36.71580000
1.09024238 -36.71620000
1.10125490 -36.71670000
1.11226746 -36.71710000
1.12328002 -36.71740000
1.13429257 -36.71780000
1.14530513 -36.71810000
1.15631765 -36.71840000
1.16733021 -36.71870000
1.17834277 -36.71890000
1.18935533 -36.71910000
1.20036785 -36.71930000
1.21138040 -36.71950000
1.22239296 -36.71960000
1.23340552 -36.71980000
1.24441804 -36.71990000
1.25543060 -36.72000000
1.26644316 -36.72000000
1.27745572 -36.72010000
1.28846824 -36.72010000
1.29948079 -36.72010000
1.31049335 -36.72020000
1.31049335 -36.72020000
1.31599963 -36.72020000
1.32150595 -36.72010000
1.32701223 -36.72010000
1.33251851 -36.72010000
1.33802483 -36.72010000
1.34353111 -36.72010000
1.34903739 -36.72010000
1.35454366 -36.72010000
1.36004998 -36.72000000
1.36555626 -36.72000000
1.37106254 -36.72000000
1.37656886 -36.71990000
1.38207514 -36.71990000
1.38758142 -36.71990000
1.39308774 -36.71980000
1.39859402 -36.71980000
1.40410030 -36.71980000
1.40960657 -36.71970000
1.41511289 -36.71970000
1.42061917 -36.71960000
1.42612545 -36.71960000
1.43163177 -36.71950000
1.43713805 -36.71950000
1.44264433 -36.71940000
1.44815065 -36.71940000
1.45365693 -36.71930000
1.45916321 -36.71930000
1.46466948 -36.71920000
1.47017580 -36.71920000
1.47568208 -36.71910000
1.48118836 -36.71910000
1.48669468 -36.71900000
1.49220096 -36.71900000
1.49770724 -36.71890000
1.50321356 -36.71890000
1.50871984 -36.71880000
1.51422612 -36.71880000
1.51973239 -36.71870000
1.52523871 -36.71870000
1.53074499 -36.71860000
1.53625127 -36.71860000
1.54175759 -36.71850000
1.54726387 -36.71850000
1.55277015 -36.71850000
1.55827647 -36.71840000
1.56378275 -36.71840000
1.56928903 -36.71830000
1.57479534 -36.71830000
1.58030162 -36.71830000
1.58580790 -36.71820000
1.59131418 -36.71820000
1.59682050 -36.71820000
1.60232678 -36.71810000
1.60783306 -36.71810000
1.61333938 -36.71810000
1.61884566 -36.71810000
1.62435194 -36.71800000
1.62985825 -36.71800000
1.63536453 -36.71800000
1.64087081 -36.71800000
1.64637709 -36.71800000
1.65188341 -36.71790000
1.65738969 -36.71790000
1.66289597 -36.71790000
1.66840229 -36.71790000
1.67390857 -36.71790000
1.67941485 -36.71790000
1.68492116 -36.71790000
1.69042744 -36.71790000
1.69593372 -36.71790000
1.70144000 -36.71790000
1.70694632 -36.71800000
1.71245260 -36.71800000
1.71795888 -36.71800000
1.72346520 -36.71800000
1.72897148 -36.71800000
1.73447776 -36.71810000
1.73998407 -36.71810000
1.74549035 -36.71810000
1.75099663 -36.71810000
1.75650295 -36.71820000
1.76200923 -36.71820000
1.76751551 -36.71830000
1.77302179 -36.71830000
1.77852811 -36.71840000
1.78403439 -36.71840000
1.78954067 -36.71850000
1.79504698 -36.71850000
1.80055326 -36.71860000
1.80605954 -36.71860000
1.81156586 -36.71870000
1.81707214 -36.71880000
1.82257842 -36.71890000
1.82808470 -36.71890000
1.83359102 -36.71900000
1.83909730 -36.71910000
1.84460358 -36.71920000
1.85010989 -36.71930000
1.85561617 -36.71930000
1.86112245 -36.71940000
1.86662877 -36.71950000
1.87213505 -36.71960000
1.87764133 -36.71970000
1.88314761 -36.71980000
1.88865393 -36.71990000
1.89416021 -36.72010000
1.89966649 -36.72020000
1.90517280 -36.72030000
1.91067908 -36.72040000
1.91618536 -36.72050000
1.92169168 -36.72060000
1.92719796 -36.72080000
1.93270424 -36.72090000
1.93821052 -36.72100000
1.94371684 -36.72120000
1.94922312 -36.72130000
1.95472940 -36.72150000
1.96023571 -36.72160000
1.96574199 -36.72170000
1.96574199 -36.72170000
1.98226083 -36.72130000
1.99877967 -36.72090000
2.01529851 -36.72050000
2.03181734 -36.72020000
2.04833618 -36.71980000
2.06485502 -36.71950000
2.08137386 -36.71930000
2.09789273 -36.71900000
2.11441157 -36.71880000
2.13093041 -36.71860000
2.14744925 -36.71840000
2.16396808 -36.71830000
2.18048692 -36.71810000
2.19700576 -36.71810000
2.21352460 -36.71800000
2.23004344 -36.71790000
2.24656227 -36.71790000
2.26308111 -36.71790000
2.27959995 -36.71790000
2.29611879 -36.71800000
2.31263762 -36.71810000
2.32915646 -36.71810000
2.34567534 -36.71820000
2.36219418 -36.71830000
2.37871301 -36.71850000
2.39523185 -36.71860000
2.41175069 -36.71870000
2.42826953 -36.71890000
2.44478836 -36.71900000
2.46130720 -36.71920000
2.47782604 -36.71930000
2.49434488 -36.71950000
2.51086371 -36.71960000
2.52738255 -36.71980000
2.54390139 -36.71990000
2.56042023 -36.72000000
2.57693906 -36.72010000
2.59345794 -36.72010000
2.60997678 -36.72010000
2.62649562 -36.72020000
2.64301445 -36.72010000
2.65953329 -36.72010000
2.67605213 -36.72000000
2.69257097 -36.71980000
2.70908981 -36.71960000
2.72560864 -36.71940000
2.74212748 -36.71910000
2.75864632 -36.71880000
2.77516516 -36.71840000
2.79168399 -36.71790000
2.80820283 -36.71740000
2.82472167 -36.71690000
2.84124055 -36.71620000
2.85775938 -36.71550000
2.87427822 -36.71470000
2.89079706 -36.71390000
2.90731590 -36.71300000
2.92383473 -36.71200000
2.94035357 -36.71100000
2.95687241 -36.70990000
2.97339125 -36.70870000
2.98991008 -36.70740000
3.00642892 -36.70610000
3.02294776 -36.70470000
3.03946660 -36.70320000
3.05598544 -36.70170000
3.07250431 -36.70010000
3.08902315 -36.69840000
3.10554199 -36.69670000
3.12206082 -36.69500000
3.13857966 -36.69310000
3.15509850 -36.69120000
3.17161734 -36.68930000
3.18813618 -36.68730000
3.20465501 -36.68530000
3.22117385 -36.68330000
3.23769269 -36.68120000
3.25421153 -36.67910000
3.27073036 -36.67690000
3.28724920 -36.67480000
3.30376804 -36.67260000
3.32028692 -36.67040000
3.33680575 -36.66820000
3.35332459 -36.66600000
3.36984343 -36.66380000
3.38636227 -36.66150000
3.40288110 -36.65940000
3.41939994 -36.65720000
3.43591878 -36.65500000
3.45243762 -36.65290000
3.46895645 -36.65080000
3.48547529 -36.64870000
3.50199413 -36.64660000
3.51851297 -36.64460000
3.53503181 -36.64270000
3.55155064 -36.64070000
3.56806952 -36.63890000
3.58458836 -36.63710000
3.60110720 -36.63530000
3.61762603 -36.63360000
3.63414487 -36.63200000
3.65066371 -36.63040000
3.66718255 -36.62900000
3.68370138 -36.62750000
3.70022022 -36.62620000
3.71673906 -36.62500000
3.73325790 -36.62380000
3.74977673 -36.62270000
3.76629557 -36.62170000
3.78281441 -36.62080000
3.79933325 -36.62000000
3.81585212 -36.61920000
3.83237096 -36.61860000
3.84888980 -36.61810000
3.86540864 -36.61760000
3.88192747 -36.61730000
3.89844631 -36.61700000
3.91496515 -36.61690000
3.93148399 -36.61680000

0.00000000 -34.25010000
0.01101256 -34.25010000
0.02202512 -34.25010000
0.03303764 -34.25020000
0.04405019 -34.25020000
0.05506275 -34.25030000
0.06607531 -34.25040000
0.07708783 -34.25050000
0.08810039 -34.25070000
0.09911295 -34.25080000
0.11012551 -34.25100000
0.12113802 -34.25120000
0.13215058 -34.25140000
0.14316314 -34.25170000
0.15417570 -34.25190000
0.16518822 -34.25220000
0.17620078 -34.25260000
0.18721334 -34.25290000
0.19822589 -34.25330000
0.20923845 -34.25370000
0.22025097 -34.25410000
0.23126353 -34.25460000
0.24227609 -34.25500000
0.25328865 -34.25560000
0.26430117 -34.25610000
0.27531372 -34.25670000
0.28632628 -34.25740000
0.29733884 -34.25800000
0.30835136 -34.25880000
0.31936392 -34.25950000
0.33037648 -34.26030000
0.34138904 -34.26120000
0.35240156 -34.26210000
0.36341411 -34.26300000
0.37442667 -34.26400000
0.38543923 -34.26510000
0.39645179 -34.26620000
0.40746431 -34.26740000
0.41847687 -34.26860000
0.42948942 -34.26990000
0.44050198 -34.27130000
0.45151450 -34.27270000
0.46252706 -34.27410000
0.47353962 -34.27570000
0.48455218 -34.27730000
0.49556470 -34.27890000
0.50657726 -34.28060000
0.51758981 -34.28240000
0.52860237 -34.28420000
0.53961489 -34.28610000
0.55062745 -34.28830000
0.56164001 -34.29050000
0.57265257 -34.29290000
0.58366512 -34.29530000
0.59467764 -34.29780000
0.60569020 -34.30030000
0.61670276 -34.30290000
0.62771532 -34.30550000
0.63872784 -34.30820000
0.64974040 -34.31100000
0.66075296 -34.31370000
0.67176551 -34.31650000
0.68277803 -34.31930000
0.69379059 -34.32210000
0.70480315 -34.32490000
0.71581571 -34.32770000
0.72682823 -34.33040000
0.73784079 -34.33320000
0.74885334 -34.33600000
0.75986590 -34.33870000
0.77087846 -34.34150000
0.78189098 -34.34410000
0.79290354 -34.34680000
0.80391610 -34.34940000
0.81492866 -34.35200000
0.82594117 -34.35450000
0.83695373 -34.35700000
0.84796629 -34.35940000
0.85897885 -34.36180000
0.86999137 -34.36410000
0.88100393 -34.36640000
0.89201649 -34.36860000
0.90302904 -34.37070000
0.91404156 -34.37280000
0.92505412 -34.37480000
0.93606668 -34.37680000
0.94707924 -34.37870000
0.95809180 -34.38050000
0.96910432 -34.38220000
0.98011687 -34.38390000
0.99112943 -34.38550000
1.00214199 -34.38700000
1.01315451 -34.38850000
1.02416707 -34.38990000
1.03517963 -34.39120000
1.04619219 -34.39240000
1.05720470 -34.39360000
1.06821726 -34.39470000
1.07922982 -34.39570000
1.09024238 -34.39670000
1.10125490 -34.39760000
1.11226746 -34.39850000
1.12328002 -34.39920000
1.13429257 -34.39990000
1.14530513 -34.40060000
1.15631765 -34.40120000
1.16733021 -34.40170000
1.17834277 -34.40220000
1.18935533 -34.40260000
1.20036785 -34.40300000
1.21138040 -34.40330000
1.22239296 -34.40360000
1.23340552 -34.40380000
1.24441804 -34.40400000
1.25543060 -34.40410000
1.26644316 -34.40430000
1.27745572 -34.40440000
1.28846824 -34.40440000
1.29948079 -34.40440000
1.31049335 -34.40450000
1.31049335 -34.40450000
1.31599963 -34.40450000
1.32150595 -34.40440000
1.32701223 -34.40440000
1.33251851 -34.40440000
1.33802483 -34.40440000
1.34353111 -34.40440000
1.34903739 -34.40440000
1.35454366 -34.40430000
1.36004998 -34.40430000
1.36555626 -34.40430000
1.37106254 -34.40420000
1.37656886 -34.40420000
1.38207514 -34.40420000
1.38758142 -34.40410000
1.39308774 -34.40410000
1.39859402 -34.40410000
1.40410030 -34.40400000
1.40960657 -34.40400000
1.41511289 -34.40400000
1.42061917 -34.40390000
1.42612545 -34.40390000
1.43163177 -34.40390000
1.43713805 -34.40380000
1.44264433 -34.40380000
1.44815065 -34.40380000
1.45365693 -34.40370000
1.45916321 -34.40370000
1.46466948 -34.40370000
1.47017580 -34.40370000
1.47568208 -34.40370000
1.48118836 -34.40370000
1.48669468 -34.40360000
1.49220096 -34.40360000
1.49770724 -34.40360000
1.50321356 -34.40360000
1.50871984 -34.40360000
1.51422612 -34.40360000
1.51973239 -34.40360000
1.52523871 -34.40360000
1.53074499 -34.40370000
1.53625127 -34.40370000
1.54175759 -34.40370000
1.54726387 -34.40370000
1.55277015 -34.40370000
1.55827647 -34.40370000
1.56378275 -34.40380000
1.56928903 -34.40380000
1.57479534 -34.40380000
1.58030162 -34.40390000
1.58580790 -34.40390000
1.59131418 -34.40390000
1.59682050 -34.40400000
1.60232678 -34.40400000
1.60783306 -34.40400000
1.61333938 -34.40410000
1.61884566 -34.40410000
1.62435194 -34.40420000
1.62985825 -34.40420000
1.63536453 -34.40420000
1.64087081 -34.40430000
1.64637709 -34.40430000
1.65188341 -34.40440000
1.65738969 -34.40440000
1.66289597 -34.40450000
1.66840229 -34.40450000
1.67390857 -34.40450000
1.67941485 -34.40460000
1.68492116 -34.40460000
1.69042744 -34.40470000
1.69593372 -34.40470000
1.70144000 -34.40470000
1.70694632 -34.40480000
1.71245260 -34.40480000
1.71795888 -34.40480000
1.72346520 -34.40490000
1.72897148 -34.40490000
1.73447776 -34.40490000
1.73998407 -34.40490000
1.74549035 -34.40500000
1.75099663 -34.40500000
1.75650295 -34.40500000
1.76200923 -34.40500000
1.76751551 -34.40500000
1.77302179 -34.40500000
1.77852811 -34.40500000
1.78403439 -34.40500000
1.78954067 -34.40500000
1.79504698 -34.40500000
1.80055326 -34.40500000
1.80605954 -34.40500000
1.81156586 -34.40490000
1.81707214 -34.40490000
1.82257842 -34.40490000
1.82808470 -34.40480000
1.83359102 -34.40480000
1.83909730 -34.40470000
1.84460358 -34.40470000
1.85010989 -34.40460000
1.85561617 -34.40460000
1.86112245 -34.40450000
1.86662877 -34.40440000
1.87213505 -34.40430000
1.87764133 -34.40430000
1.88314761 -34.40420000
1.88865393 -34.40410000
1.89416021 -34.40400000
1.89966649 -34.40390000
1.90517280 -34.40370000
1.91067908 -34.40360000
1.91618536 -34.40350000
1.92169168 -34.40340000
1.92719796 -34.40320000
1.93270424 -34.40310000
1.93821052 -34.40290000
1.94371684 -34.40280000
1.94922312 -34.40260000
1.95472940 -34.40240000
1.96023571 -34.40220000
1.96574199 -34.40210000
1.96574199 -34.40210000
1.98226083 -34.40260000
1.99877967 -34.40310000
2.01529851 -34.40350000
2.03181734 -34.40390000
2.04833618 -34.40420000
2.06485502 -34.40440000
2.08137386 -34.40460000
2.09789273 -34.40480000
2.11441157 -34.40490000
2.13093041 -34.40500000
2.14744925 -34.40500000
2.16396808 -34.40500000
2.18048692 -34.40500000
2.19700576 -34.40490000
2.21352460 -34.40480000
2.23004344 -34.40470000
2.24656227 -34.40460000
2.26308111 -34.40450000
2.27959995 -34.40440000
2.29611879 -34.40420000
2.31263762 -34.40410000
2.32915646 -34.40400000
2.34567534 -34.40390000
2.36219418 -34.40380000
2.37871301 -34.40370000
2.39523185 -34.40370000
2.41175069 -34.40360000
2.42826953 -34.40360000
2.44478836 -34.40360000
2.46130720 -34.40370000
2.47782604 -34.40370000
2.49434488 -34.40380000
2.51086371 -34.40390000
2.52738255 -34.40400000
2.54390139 -34.40410000
2.56042023 -34.40420000
2.57693906 -34.40430000
2.59345794 -34.40440000
2.60997678 -34.40440000
2.62649562 -34.40450000
2.64301445 -34.40440000
2.65953329 -34.40430000
2.67605213 -34.40410000
2.69257097 -34.40390000
2.70908981 -34.40360000
2.72560864 -34.40310000
2.74212748 -34.40260000
2.75864632 -34.40190000
2.77516516 -34.40120000
2.79168399 -34.40030000
2.80820283 -34.39920000
2.82472167 -34.39800000
2.84124055 -34.39670000
2.85775938 -34.39520000
2.87427822 -34.39360000
2.89079706 -34.39180000
2.90731590 -34.38990000
2.92383473 -34.38780000
2.94035357 -34.38550000
2.95687241 -34.38310000
2.97339125 -34.38050000
2.98991008 -34.37770000
3.00642892 -34.37480000
3.02294776 -34.37180000
3.03946660 -34.36860000
3.05598544 -34.36530000
3.07250431 -34.36180000
3.08902315 -34.35820000
3.10554199 -34.35450000
3.12206082 -34.35070000
3.13857966 -34.34680000
3.15509850 -34.34280000
3.17161734 -34.33870000
3.18813618 -34.33460000
3.20465501 -34.33040000
3.22117385 -34.32630000
3.23769269 -34.32210000
3.25421153 -34.31790000
3.27073036 -34.31370000
3.28724920 -34.30960000
3.30376804 -34.30550000
3.32028692 -34.30160000
3.33680575 -34.29780000
3.35332459 -34.29410000
3.36984343 -34.29050000
3.38636227 -34.28720000
3.40288110 -34.28420000
3.41939994 -34.28150000
3.43591878 -34.27890000
3.45243762 -34.27650000
3.46895645 -34.27410000
3.48547529 -34.27200000
3.50199413 -34.26990000
3.51851297 -34.26800000
3.53503181 -34.26620000
3.55155064 -34.26460000
3.56806952 -34.26300000
3.58458836 -34.26160000
3.60110720 -34.26030000
3.61762603 -34.25910000
3.63414487 -34.25800000
3.65066371 -34.25700000
3.66718255 -34.25610000
3.68370138 -34.25530000
3.70022022 -34.25460000
3.71673906 -34.25390000
3.73325790 -34.25330000
3.74977673 -34.25270000
3.76629557 -34.25220000
3.78281441 -34.25180000
3.79933325 -34.25140000
3.81585212 -34.25110000
3.83237096 -34.25080000
