# energy dos(up) dos(down)
-3.513070000000000448e+01 1.619460000000000122e+01 -1.619460000000000122e+01
-3.512030000000000030e+01 1.714570000000000149e+01 -1.714570000000000149e+01
-3.510979999999999990e+01 1.738119999999999976e+01 -1.738119999999999976e+01
-3.509940000000000282e+01 1.686120000000000019e+01 -1.686129999999999995e+01
-3.508899999999999864e+01 1.567559999999999931e+01 -1.567559999999999931e+01
-3.507849999999999824e+01 1.401420000000000066e+01 -1.401420000000000066e+01
-3.506810000000000116e+01 1.210740000000000016e+01 -1.210740000000000016e+01
-3.505770000000000408e+01 1.016239999999999988e+01 -1.016239999999999988e+01
-3.504729999999999990e+01 8.322400000000000020e+00 -8.322400000000000020e+00
-3.503679999999999950e+01 6.660300000000000331e+00 -6.660300000000000331e+00
-3.502640000000000242e+01 5.198000000000000398e+00 -5.198000000000000398e+00
-3.501599999999999824e+01 3.935000000000000053e+00 -3.935000000000000053e+00
-3.500550000000000495e+01 2.867999999999999883e+00 -2.867999999999999883e+00
-3.499510000000000076e+01 1.996299999999999963e+00 -1.996299999999999963e+00
-3.498470000000000368e+01 1.317099999999999937e+00 -1.317099999999999937e+00
-3.497420000000000329e+01 8.184000000000000163e-01 -8.184000000000000163e-01
-3.496379999999999910e+01 4.763999999999999901e-01 -4.763999999999999901e-01
-3.495340000000000202e+01 2.587999999999999745e-01 -2.587999999999999745e-01
-3.494300000000000495e+01 1.307999999999999996e-01 -1.307999999999999996e-01
-3.493250000000000455e+01 6.130000000000000032e-02 -6.130000000000000032e-02
-3.492210000000000036e+01 2.659999999999999865e-02 -2.659999999999999865e-02
-3.491170000000000329e+01 1.069999999999999944e-02 -1.069999999999999944e-02
-3.490120000000000289e+01 4.000000000000000083e-03 -4.000000000000000083e-03
-3.489079999999999870e+01 1.399999999999999986e-03 -1.399999999999999986e-03
-3.488040000000000163e+01 4.000000000000000192e-04 -4.000000000000000192e-04
-3.486990000000000123e+01 1.000000000000000048e-04 -1.000000000000000048e-04
-3.485950000000000415e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.484909999999999997e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.483870000000000289e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.482820000000000249e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.481779999999999831e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.480740000000000123e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.479690000000000083e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.478650000000000375e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.477609999999999957e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.476559999999999917e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.475520000000000209e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.474480000000000501e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.473440000000000083e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.472390000000000043e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.471350000000000335e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.470309999999999917e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.469259999999999877e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.468220000000000169e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.467180000000000462e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.466130000000000422e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.465090000000000003e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.464050000000000296e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.463009999999999877e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.461959999999999837e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.460920000000000130e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.459880000000000422e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.458830000000000382e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.457789999999999964e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.456750000000000256e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.455700000000000216e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.454659999999999798e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.453620000000000090e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.452580000000000382e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.451530000000000342e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.450489999999999924e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.449450000000000216e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.448400000000000176e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.447360000000000468e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.446320000000000050e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.445270000000000010e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.444230000000000302e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.443189999999999884e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.442150000000000176e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.441100000000000136e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.440060000000000429e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.439020000000000010e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.437969999999999970e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.436930000000000263e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.435889999999999844e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.434839999999999804e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.433800000000000097e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.432760000000000389e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.431719999999999970e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.430669999999999931e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.429630000000000223e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.428589999999999804e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.427540000000000475e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.426500000000000057e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.425460000000000349e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.424410000000000309e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.423369999999999891e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.422330000000000183e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.421290000000000475e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.420240000000000435e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.419200000000000017e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.418160000000000309e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.417110000000000269e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.416069999999999851e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.415030000000000143e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.413980000000000103e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.412940000000000396e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.411899999999999977e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.410860000000000269e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.409810000000000230e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.408769999999999811e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.407730000000000103e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.406680000000000064e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.405640000000000356e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.404599999999999937e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.403549999999999898e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.402510000000000190e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.401470000000000482e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.400430000000000064e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.399380000000000024e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.398340000000000316e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.397299999999999898e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.396249999999999858e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.395210000000000150e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.394170000000000442e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.393120000000000402e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.392079999999999984e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.391040000000000276e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-3.389999999999999858e+01 0.000000000000000000e+00 -0.000000000000000000e+00
